word,Pleasantness,P_Deviation,Activation,A_Deviation,Imagery,I_Deviation,Words found from dictionary
appreciation,2.87500,1.02500,1.75000,0.08000,1.40000,0.12000,1
apprehension,1.33330,0.51670,2.16670,0.49670,1.60000,0.08000,1
apprehensive,1.11110,0.73890,1.77780,0.10780,1.80000,0.28000,1
apprentice,1.57140,0.27860,1.85710,0.18710,2.20000,0.68000,1
approach,1.77780,0.07220,2.11110,0.44110,1.60000,0.08000,1
approached,1.66670,0.18330,1.83330,0.16330,1.80000,0.28000,1
approaches,1.77780,0.07220,2.00000,0.33000,2.00000,0.48000,1
approaching,1.66670,0.18330,2.00000,0.33000,2.00000,0.48000,1
appropriate,2.10000,0.25000,1.70000,0.03000,1.00000,0.52000,1
appropriated,1.57140,0.27860,1.57140,0.09860,1.00000,0.52000,1
approval,2.83330,0.98330,2.33330,0.66330,1.60000,0.08000,1
approve,2.90910,1.05910,2.27270,0.60270,2.00000,0.48000,1
approved,2.71430,0.86430,2.14290,0.47290,1.80000,0.28000,1
approving,2.66670,0.81670,2.00000,0.33000,1.80000,0.28000,1
approximate,1.50000,0.35000,1.66670,0.00330,1.40000,0.12000,1
approximately,1.57140,0.27860,1.42860,0.24140,1.40000,0.12000,1
april,2.54550,0.69550,2.18180,0.51180,3.00000,1.48000,1
apt,1.85710,0.00710,1.71430,0.04430,1.00000,0.52000,1
arbitrary,1.33330,0.51670,2.22220,0.55220,1.20000,0.32000,1
arc,1.57140,0.27860,1.57140,0.09860,2.40000,0.88000,1
arcane,1.33330,0.51670,1.66670,0.00330,1.00000,0.52000,1
arch,1.40000,0.45000,1.20000,0.47000,3.00000,1.48000,1
archaeology,1.66670,0.18330,1.88890,0.21890,2.00000,0.48000,1
arched,1.33330,0.51670,1.66670,0.00330,2.80000,1.28000,1
architect,1.85710,0.00710,1.71430,0.04430,2.60000,1.08000,1
architecture,1.83330,0.01670,1.83330,0.16330,2.40000,0.88000,1
ardent,1.66670,0.18330,2.11110,0.44110,1.00000,0.52000,1
are,1.66670,0.18330,1.66670,0.00330,1.00000,0.52000,1
area,1.62500,0.22500,1.37500,0.29500,2.00000,0.48000,1
areas,1.57140,0.27860,1.42860,0.24140,2.00000,0.48000,1
aren�t,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
argue,1.00000,0.85000,3.00000,1.33000,1.40000,0.12000,1
argued,1.00000,0.85000,2.87500,1.20500,1.60000,0.08000,1
argues,1.11110,0.73890,2.88890,1.21890,1.80000,0.28000,1
arguing,1.00000,0.85000,2.85710,1.18710,2.00000,0.48000,1
argument,1.00000,0.85000,2.62500,0.95500,1.60000,0.08000,1
arguments,1.00000,0.85000,2.57140,0.90140,1.80000,0.28000,1
arise,1.83330,0.01670,2.00000,0.33000,1.60000,0.08000,1
arises,1.83330,0.01670,1.83330,0.16330,2.00000,0.48000,1
arising,2.00000,0.15000,1.83330,0.16330,2.00000,0.48000,1
ark,1.90910,0.05910,1.45450,0.21550,2.20000,0.68000,1
arm,1.71430,0.13570,1.85710,0.18710,3.00000,1.48000,1
armed,1.25000,0.60000,1.87500,0.20500,2.00000,0.48000,1
armies,1.30000,0.55000,2.20000,0.53000,2.80000,1.28000,1
arms,1.50000,0.35000,2.00000,0.33000,2.60000,1.08000,1
army,1.14290,0.70710,2.14290,0.47290,2.60000,1.08000,1
arose,2.11110,0.26110,2.00000,0.33000,1.40000,0.12000,1
around,1.77780,0.07220,2.00000,0.33000,1.60000,0.08000,1
aroused,2.25000,0.40000,2.75000,1.08000,2.60000,1.08000,1
arrange,1.62500,0.22500,2.12500,0.45500,1.40000,0.12000,1
arranged,1.50000,0.35000,1.83330,0.16330,1.60000,0.08000,1
arrangement,1.66670,0.18330,2.00000,0.33000,2.40000,0.88000,1
arrangements,1.71430,0.13570,1.85710,0.18710,2.00000,0.48000,1
arranging,1.62500,0.22500,2.37500,0.70500,2.00000,0.48000,1
array,1.90000,0.05000,2.10000,0.43000,1.00000,0.52000,1
arrest,1.40000,0.45000,2.90000,1.23000,3.00000,1.48000,1
arrested,1.00000,0.85000,3.00000,1.33000,2.40000,0.88000,1
arrival,1.50000,0.35000,1.75000,0.08000,2.40000,0.88000,1
arrive,1.60000,0.25000,1.80000,0.13000,2.00000,0.48000,1
arriving,2.20000,0.35000,2.50000,0.83000,2.20000,0.68000,1
arrogant,1.00000,0.85000,2.66670,0.99670,1.40000,0.12000,1
arrow,1.33330,0.51670,1.66670,0.00330,3.00000,1.48000,1
art,2.33330,0.48330,1.83330,0.16330,2.80000,1.28000,1
arteries,1.28570,0.56430,1.85710,0.18710,2.20000,0.68000,1
artery,1.77780,0.07220,1.88890,0.21890,1.80000,0.28000,1
article,1.87500,0.02500,1.62500,0.04500,2.60000,1.08000,1
articles,1.77780,0.07220,1.66670,0.00330,2.20000,0.68000,1
artificial,1.42860,0.42140,1.57140,0.09860,1.40000,0.12000,1
artillery,1.70000,0.15000,2.10000,0.43000,2.20000,0.68000,1
artist,1.83330,0.01670,2.50000,0.83000,2.80000,1.28000,1
artistic,2.33330,0.48330,2.66670,0.99670,1.60000,0.08000,1
artists,2.12500,0.27500,2.62500,0.95500,2.60000,1.08000,1
arts,2.70000,0.85000,1.90000,0.23000,2.80000,1.28000,1
as,1.50000,0.35000,1.50000,0.17000,1.00000,0.52000,1
ascent,1.87500,0.02500,2.12500,0.45500,1.20000,0.32000,1
ash,1.44440,0.40560,1.22220,0.44780,2.60000,1.08000,1
ashamed,1.00000,0.85000,2.37500,0.70500,1.60000,0.08000,1
asian,1.88890,0.03890,1.66670,0.00330,2.60000,1.08000,1
aside,1.71430,0.13570,1.57140,0.09860,1.60000,0.08000,1
ask,1.60000,0.25000,1.80000,0.13000,1.40000,0.12000,1
asked,1.57140,0.27860,1.71430,0.04430,1.40000,0.12000,1
asking,1.40000,0.45000,1.60000,0.07000,1.40000,0.12000,1
asks,1.40000,0.45000,1.80000,0.13000,1.40000,0.12000,1
asleep,2.60000,0.75000,1.50000,0.17000,2.80000,1.28000,1
aspect,1.57140,0.27860,1.57140,0.09860,1.20000,0.32000,1
aspects,1.40000,0.45000,1.20000,0.47000,1.20000,0.32000,1
aspirations,2.75000,0.90000,2.37500,0.70500,1.60000,0.08000,1
aspiring,2.50000,0.65000,2.16670,0.49670,1.40000,0.12000,1
assassin,1.00000,0.85000,2.77780,1.10780,2.80000,1.28000,1
assault,1.00000,0.85000,2.85710,1.18710,2.60000,1.08000,1
assembled,1.50000,0.35000,1.66670,0.00330,2.00000,0.48000,1
assemblies,1.75000,0.10000,2.00000,0.33000,1.80000,0.28000,1
assembly,1.66670,0.18330,2.00000,0.33000,1.80000,0.28000,1
assert,1.66670,0.18330,2.66670,0.99670,1.20000,0.32000,1
asserted,1.60000,0.25000,2.20000,0.53000,1.40000,0.12000,1
assertive,1.91670,0.06670,2.83330,1.16330,1.40000,0.12000,1
assessing,2.00000,0.15000,2.00000,0.33000,1.20000,0.32000,1
assessment,1.50000,0.35000,2.16670,0.49670,1.40000,0.12000,1
assessors,1.66670,0.18330,2.11110,0.44110,1.40000,0.12000,1
assets,1.83330,0.01670,2.00000,0.33000,1.60000,0.08000,1
assign,1.87500,0.02500,1.85710,0.18710,1.40000,0.12000,1
assigned,1.33330,0.51670,1.83330,0.16330,1.40000,0.12000,1
assignment,1.22220,0.62780,2.00000,0.33000,2.40000,0.88000,1
assignments,1.42860,0.42140,2.00000,0.33000,2.40000,0.88000,1
assist,2.33330,0.48330,2.11110,0.44110,1.60000,0.08000,1
assistance,2.00000,0.15000,1.83330,0.16330,1.60000,0.08000,1
assistant,2.00000,0.15000,1.55560,0.11440,2.40000,0.88000,1
assistants,1.83330,0.01670,1.83330,0.16330,2.40000,0.88000,1
associate,2.00000,0.15000,1.60000,0.07000,1.80000,0.28000,1
associated,1.71430,0.13570,1.57140,0.09860,1.80000,0.28000,1
associates,1.66670,0.18330,1.50000,0.17000,2.00000,0.48000,1
association,2.00000,0.15000,1.63640,0.03360,1.80000,0.28000,1
associations,1.71430,0.13570,1.57140,0.09860,1.60000,0.08000,1
assume,1.50000,0.35000,2.00000,0.33000,1.00000,0.52000,1
assumed,1.33330,0.51670,1.66670,0.00330,1.00000,0.52000,1
assuming,1.57140,0.27860,1.71430,0.04430,1.20000,0.32000,1
assumption,1.45450,0.39550,2.00000,0.33000,1.20000,0.32000,1
assumptions,1.57140,0.27860,1.71430,0.04430,1.20000,0.32000,1
assurance,2.22220,0.37220,2.22220,0.55220,1.40000,0.12000,1
assure,2.14290,0.29290,1.85710,0.18710,1.60000,0.08000,1
assured,2.00000,0.15000,1.66670,0.00330,1.60000,0.08000,1
assuring,2.00000,0.15000,1.80000,0.13000,2.00000,0.48000,1
astronomy,2.33330,0.48330,1.77780,0.10780,2.40000,0.88000,1
at,1.50000,0.35000,1.50000,0.17000,1.00000,0.52000,1
ate,2.14290,0.29290,2.00000,0.33000,2.20000,0.68000,1
athletic,2.16670,0.31670,2.50000,0.83000,2.60000,1.08000,1
atlantic,1.66670,0.18330,1.77780,0.10780,2.60000,1.08000,1
atlas,1.77780,0.07220,1.66670,0.00330,3.00000,1.48000,1
atmosphere,2.37500,0.52500,1.50000,0.17000,2.60000,1.08000,1
atom,1.42860,0.42140,2.00000,0.33000,2.40000,0.88000,1
atoms,1.33330,0.51670,2.16670,0.49670,2.40000,0.88000,1
attach,2.12500,0.27500,1.87500,0.20500,1.80000,0.28000,1
attache,1.62500,0.22500,1.50000,0.17000,1.20000,0.32000,1
attached,2.00000,0.15000,1.66670,0.00330,2.20000,0.68000,1
attack,1.00000,0.85000,2.57140,0.90140,2.80000,1.28000,1
attacked,1.00000,0.85000,2.85710,1.18710,2.40000,0.88000,1
attacks,1.00000,0.85000,2.85710,1.18710,2.60000,1.08000,1
attain,2.00000,0.15000,2.33330,0.66330,1.20000,0.32000,1
attempt,1.33330,0.51670,2.16670,0.49670,1.20000,0.32000,1
attempted,1.33330,0.51670,2.00000,0.33000,1.40000,0.12000,1
attempting,1.90000,0.05000,2.30000,0.63000,1.60000,0.08000,1
attempts,1.28570,0.56430,2.14290,0.47290,1.60000,0.08000,1
attend,1.75000,0.10000,1.75000,0.08000,1.60000,0.08000,1
attendance,1.80000,0.05000,1.66670,0.00330,2.00000,0.48000,1
attendant,1.77780,0.07220,1.77780,0.10780,2.00000,0.48000,1
attended,1.71430,0.13570,2.00000,0.33000,2.00000,0.48000,1
attending,1.88890,0.03890,1.77780,0.10780,1.80000,0.28000,1
attention,1.77780,0.07220,2.33330,0.66330,2.00000,0.48000,1
attic,1.50000,0.35000,1.25000,0.42000,3.00000,1.48000,1
attitude,1.62500,0.22500,2.12500,0.45500,2.00000,0.48000,1
attitudes,1.83330,0.01670,2.50000,0.83000,2.00000,0.48000,1
attorney,1.16670,0.68330,2.33330,0.66330,2.80000,1.28000,1
attract,2.42860,0.57860,2.85710,1.18710,1.80000,0.28000,1
attracted,2.66670,0.81670,2.44440,0.77440,2.00000,0.48000,1
attraction,2.80000,0.95000,2.90000,1.23000,2.40000,0.88000,1
attractive,2.60000,0.75000,2.50000,0.83000,2.60000,1.08000,1
attributed,1.60000,0.25000,1.60000,0.07000,1.40000,0.12000,1
attributes,1.75000,0.10000,1.75000,0.08000,1.60000,0.08000,1
audience,2.00000,0.15000,2.60000,0.93000,2.80000,1.28000,1
audiences,2.10000,0.25000,2.00000,0.33000,2.80000,1.28000,1
auditorium,1.83330,0.01670,2.00000,0.33000,3.00000,1.48000,1
august,2.33330,0.48330,1.83330,0.16330,2.80000,1.28000,1
aunt,2.33330,0.48330,1.66670,0.00330,3.00000,1.48000,1
aura,2.00000,0.15000,1.71430,0.04430,1.20000,0.32000,1
auspicious,1.55560,0.29440,2.00000,0.33000,1.20000,0.32000,1
authentic,2.28570,0.43570,1.42860,0.24140,1.60000,0.08000,1
author,1.88890,0.03890,1.54550,0.12450,2.40000,0.88000,1
authorities,1.42860,0.42140,2.44440,0.77440,2.80000,1.28000,1
authority,2.10000,0.25000,2.16670,0.49670,1.80000,0.28000,1
authorized,1.66670,0.18330,2.12500,0.45500,1.60000,0.08000,1
authors,1.66670,0.18330,1.62500,0.04500,2.60000,1.08000,1
auto,2.22220,0.37220,2.11110,0.44110,2.60000,1.08000,1
automatic,2.50000,0.65000,2.00000,0.33000,1.20000,0.32000,1
automatically,2.00000,0.15000,1.88890,0.21890,1.60000,0.08000,1
automobile,2.50000,0.65000,2.30000,0.63000,3.00000,1.48000,1
automobiles,2.11110,0.26110,2.18180,0.51180,3.00000,1.48000,1
autonomy,2.12500,0.27500,1.70000,0.03000,1.40000,0.12000,1
autumn,1.88890,0.03890,1.36360,0.30640,3.00000,1.48000,1
availability,2.57140,0.72140,1.88890,0.21890,1.20000,0.32000,1
available,2.16670,0.31670,1.87500,0.20500,1.60000,0.08000,1
avenue,2.00000,0.15000,1.33330,0.33670,2.40000,0.88000,1
average,1.80000,0.05000,1.28570,0.38430,1.80000,0.28000,1
averaged,1.60000,0.25000,1.71430,0.04430,1.40000,0.12000,1
averages,2.00000,0.15000,1.58330,0.08670,1.60000,0.08000,1
avert,2.00000,0.15000,1.66670,0.00330,1.20000,0.32000,1
avocado,2.00000,0.15000,1.00000,0.67000,3.00000,1.48000,1
avoid,1.87500,0.02500,1.70000,0.03000,2.00000,0.48000,1
avoided,1.50000,0.35000,2.12500,0.45500,2.40000,0.88000,1
avoiding,1.22220,0.62780,2.00000,0.33000,2.20000,0.68000,1
awake,1.85710,0.00710,2.55560,0.88560,2.80000,1.28000,1
award,2.83330,0.98330,1.75000,0.08000,3.00000,1.48000,1
awarded,2.75000,0.90000,2.30000,0.63000,2.60000,1.08000,1
awards,2.50000,0.65000,1.62500,0.04500,2.60000,1.08000,1
aware,2.16670,0.31670,2.50000,0.83000,1.60000,0.08000,1
awareness,2.20000,0.35000,2.42860,0.75860,1.80000,0.28000,1
away,1.83330,0.01670,1.64290,0.02710,2.20000,0.68000,1
awful,1.00000,0.85000,1.77780,0.10780,2.00000,0.48000,1
awfully,1.00000,0.85000,1.75000,0.08000,1.40000,0.12000,1
awkward,1.00000,0.85000,1.81820,0.14820,1.80000,0.28000,1
awoke,1.83330,0.01670,2.12500,0.45500,2.00000,0.48000,1
axis,1.85710,0.00710,1.33330,0.33670,2.40000,0.88000,1
aye,1.66670,0.18330,1.25000,0.42000,1.00000,0.52000,1
babies,2.77780,0.92780,2.36360,0.69360,3.00000,1.48000,1
baby,2.71430,0.86430,2.33330,0.66330,3.00000,1.48000,1
babysit,2.00000,0.15000,2.36360,0.69360,2.20000,0.68000,1
babysitter,2.00000,0.15000,1.62500,0.04500,3.00000,1.48000,1
babysitting,2.20000,0.35000,2.33330,0.66330,2.20000,0.68000,1
back,1.83330,0.01670,1.37500,0.29500,2.60000,1.08000,1
backed,1.80000,0.05000,1.66670,0.00330,1.60000,0.08000,1
background,2.14290,0.29290,1.22220,0.44780,2.60000,1.08000,1
backs,2.16670,0.31670,1.50000,0.17000,2.40000,0.88000,1
backward,1.27270,0.57730,1.46150,0.20850,2.60000,1.08000,1
bacon,1.85710,0.00710,1.55560,0.11440,2.80000,1.28000,1
bacterial,1.33330,0.51670,1.62500,0.04500,2.40000,0.88000,1
bad,1.28570,0.56430,2.11110,0.44110,2.20000,0.68000,1
badger,1.57140,0.27860,2.11110,0.44110,2.60000,1.08000,1
badgers,1.36360,0.48640,2.46150,0.79150,3.00000,1.48000,1
badly,1.00000,0.85000,1.66670,0.00330,1.40000,0.12000,1
bag,1.88890,0.03890,1.18180,0.48820,3.00000,1.48000,1
bags,2.00000,0.15000,1.22220,0.44780,3.00000,1.48000,1
baiting,1.50000,0.35000,1.75000,0.08000,2.40000,0.88000,1
bake,2.00000,0.15000,2.42860,0.75860,3.00000,1.48000,1
baker,2.33330,0.48330,2.18180,0.51180,3.00000,1.48000,1
balance,2.16670,0.31670,1.62500,0.04500,2.20000,0.68000,1
balanced,2.57140,0.72140,1.88890,0.21890,2.40000,0.88000,1
ball,2.00000,0.15000,2.00000,0.33000,3.00000,1.48000,1
ballet,2.00000,0.15000,2.36360,0.69360,2.80000,1.28000,1
ballistic,1.55560,0.29440,2.72730,1.05730,2.20000,0.68000,1
balloon,2.62500,0.77500,1.90000,0.23000,3.00000,1.48000,1
ballot,1.85710,0.00710,1.55560,0.11440,2.40000,0.88000,1
balls,2.00000,0.15000,1.87500,0.20500,2.80000,1.28000,1
baloney,1.37500,0.47500,1.50000,0.17000,2.60000,1.08000,1
bananas,2.37500,0.52500,1.30000,0.37000,3.00000,1.48000,1
band,2.00000,0.15000,1.72730,0.05730,2.60000,1.08000,1
bandied,1.71430,0.13570,1.55560,0.11440,1.40000,0.12000,1
bands,1.62500,0.22500,1.90000,0.23000,2.60000,1.08000,1
bank,1.85710,0.00710,1.77780,0.10780,3.00000,1.48000,1
bankers,1.83330,0.01670,1.87500,0.20500,2.80000,1.28000,1
banks,2.33330,0.48330,1.62500,0.04500,3.00000,1.48000,1
baptist,1.50000,0.35000,1.37500,0.29500,1.80000,0.28000,1
baptized,2.40000,0.55000,2.08330,0.41330,2.40000,0.88000,1
bar,2.42860,0.57860,2.11110,0.44110,3.00000,1.48000,1
barbecue,2.75000,0.90000,2.60000,0.93000,3.00000,1.48000,1
barbed,1.20000,0.65000,2.08330,0.41330,2.20000,0.68000,1
bare,1.88890,0.03890,1.27270,0.39730,3.00000,1.48000,1
barely,1.37500,0.47500,1.40000,0.27000,1.40000,0.12000,1
bargaining,2.33330,0.48330,2.63640,0.96640,2.40000,0.88000,1
barged,1.44440,0.40560,2.09090,0.42090,1.40000,0.12000,1
bark,1.00000,0.85000,2.00000,0.33000,3.00000,1.48000,1
barked,1.25000,0.60000,2.30000,0.63000,2.20000,0.68000,1
barn,2.00000,0.15000,1.37500,0.29500,3.00000,1.48000,1
barometer,2.00000,0.15000,1.62500,0.04500,2.80000,1.28000,1
baroque,2.14290,0.29290,1.44440,0.22560,1.00000,0.52000,1
barrel,1.88890,0.03890,1.54550,0.12450,2.80000,1.28000,1
barriers,1.40000,0.45000,1.75000,0.08000,2.40000,0.88000,1
bars,1.90000,0.05000,1.83330,0.16330,3.00000,1.48000,1
base,1.80000,0.05000,1.28570,0.38430,2.20000,0.68000,1
baseball,2.25000,0.40000,2.33330,0.66330,3.00000,1.48000,1
based,2.00000,0.15000,1.14290,0.52710,1.20000,0.32000,1
basement,1.90000,0.05000,1.33330,0.33670,3.00000,1.48000,1
bases,2.00000,0.15000,1.50000,0.17000,2.00000,0.48000,1
basic,2.00000,0.15000,1.25000,0.42000,1.80000,0.28000,1
basically,2.16670,0.31670,1.37500,0.29500,1.40000,0.12000,1
basics,2.00000,0.15000,1.12500,0.54500,1.80000,0.28000,1
basis,2.22220,0.37220,1.27270,0.39730,1.20000,0.32000,1
basket,1.85710,0.00710,1.44440,0.22560,3.00000,1.48000,1
bass,2.22220,0.37220,1.63640,0.03360,2.20000,0.68000,1
bastard,1.14290,0.70710,2.22220,0.55220,2.20000,0.68000,1
bastards,1.50000,0.35000,2.08330,0.41330,2.20000,0.68000,1
bat,1.66670,0.18330,1.75000,0.08000,3.00000,1.48000,1
bath,2.50000,0.65000,1.37500,0.29500,3.00000,1.48000,1
bathing,2.77780,0.92780,2.18180,0.51180,2.40000,0.88000,1
bathroom,1.90000,0.05000,1.58330,0.08670,3.00000,1.48000,1
baton,2.14290,0.29290,1.33330,0.33670,2.40000,0.88000,1
battery,1.75000,0.10000,1.80000,0.13000,3.00000,1.48000,1
batting,2.30000,0.45000,2.50000,0.83000,2.60000,1.08000,1
battle,1.25000,0.60000,2.70000,1.03000,3.00000,1.48000,1
battlements,1.44440,0.40560,2.36360,0.69360,2.00000,0.48000,1
bawling,1.42860,0.42140,2.44440,0.77440,1.80000,0.28000,1
bay,2.33330,0.48330,1.12500,0.54500,2.80000,1.28000,1
be,2.28570,0.43570,1.33330,0.33670,1.20000,0.32000,1
beach,3.00000,1.15000,1.71430,0.04430,3.00000,1.48000,1
beached,2.00000,0.15000,1.85710,0.18710,2.60000,1.08000,1
beaches,2.33330,0.48330,1.54550,0.12450,2.80000,1.28000,1
beam,2.14290,0.29290,1.55560,0.11440,2.40000,0.88000,1
beamed,1.80000,0.05000,1.71430,0.04430,1.60000,0.08000,1
beams,2.37500,0.52500,1.90000,0.23000,2.40000,0.88000,1
bear,2.00000,0.15000,2.00000,0.33000,3.00000,1.48000,1
beard,2.00000,0.15000,1.27270,0.39730,2.60000,1.08000,1
bearded,1.71430,0.13570,1.44440,0.22560,2.60000,1.08000,1
bearing,2.00000,0.15000,1.50000,0.17000,1.80000,0.28000,1
bears,1.85710,0.00710,1.77780,0.10780,2.80000,1.28000,1
beat,1.33330,0.51670,2.12500,0.45500,1.40000,0.12000,1
beaten,1.00000,0.85000,2.12500,0.45500,2.40000,0.88000,1
beating,1.20000,0.65000,2.42860,0.75860,2.40000,0.88000,1
beautiful,3.00000,1.15000,1.64290,0.02710,2.80000,1.28000,1
beautifully,3.00000,1.15000,1.33330,0.33670,2.00000,0.48000,1
beauty,2.83330,0.98330,1.87500,0.20500,3.00000,1.48000,1
beavers,2.22220,0.37220,2.45450,0.78450,3.00000,1.48000,1
became,2.00000,0.15000,1.75000,0.08000,1.20000,0.32000,1
because,1.71430,0.13570,1.44440,0.22560,1.20000,0.32000,1
become,1.66670,0.18330,1.62500,0.04500,1.60000,0.08000,1
becomes,2.00000,0.15000,2.09090,0.42090,1.80000,0.28000,1
becoming,1.85710,0.00710,2.11110,0.44110,1.80000,0.28000,1
bed,2.37500,0.52500,1.70000,0.03000,3.00000,1.48000,1
bedroom,2.16670,0.31670,1.50000,0.17000,3.00000,1.48000,1
beds,2.30000,0.45000,1.58330,0.08670,3.00000,1.48000,1
bee,2.00000,0.15000,1.87500,0.20500,3.00000,1.48000,1
beef,1.90000,0.05000,1.50000,0.17000,2.80000,1.28000,1
been,1.57140,0.27860,1.44440,0.22560,1.20000,0.32000,1
beer,2.00000,0.15000,1.50000,0.17000,3.00000,1.48000,1
beers,2.36360,0.51360,1.84620,0.17620,3.00000,1.48000,1
bees,1.71430,0.13570,1.88890,0.21890,3.00000,1.48000,1
before,1.83330,0.01670,1.25000,0.42000,1.40000,0.12000,1
beg,1.00000,0.85000,2.22220,0.55220,2.80000,1.28000,1
began,2.00000,0.15000,2.22220,0.55220,1.60000,0.08000,1
begged,1.00000,0.85000,2.53850,0.86850,1.80000,0.28000,1
begging,1.00000,0.85000,2.44440,0.77440,2.60000,1.08000,1
begin,2.22220,0.37220,2.27270,0.60270,1.80000,0.28000,1
beginner,1.85710,0.00710,1.44440,0.22560,2.40000,0.88000,1
beginning,2.16670,0.31670,1.87500,0.20500,2.20000,0.68000,1
begins,2.20000,0.35000,2.00000,0.33000,2.00000,0.48000,1
begun,2.33330,0.48330,2.18180,0.51180,1.80000,0.28000,1
behalf,1.83330,0.01670,1.25000,0.42000,1.20000,0.32000,1
behave,2.28570,0.43570,2.00000,0.33000,2.20000,0.68000,1
behaved,2.16670,0.31670,2.00000,0.33000,2.00000,0.48000,1
behavior,2.00000,0.15000,2.45450,0.78450,2.20000,0.68000,1
behind,1.40000,0.45000,1.41670,0.25330,2.00000,0.48000,1
being,2.12500,0.27500,1.80000,0.13000,1.60000,0.08000,1
beings,1.85710,0.00710,1.66670,0.00330,2.00000,0.48000,1
belgian,2.16670,0.31670,1.62500,0.04500,2.20000,0.68000,1
belgians,2.00000,0.15000,1.70000,0.03000,2.20000,0.68000,1
belief,2.25000,0.40000,1.20000,0.47000,1.80000,0.28000,1
beliefs,1.88890,0.03890,1.81820,0.14820,2.00000,0.48000,1
believe,2.14290,0.29290,1.66670,0.00330,2.00000,0.48000,1
believed,2.14290,0.29290,1.55560,0.11440,1.60000,0.08000,1
believes,2.28570,0.43570,1.55560,0.11440,1.80000,0.28000,1
believing,2.33330,0.48330,2.12500,0.45500,1.40000,0.12000,1
belittle,1.33330,0.51670,2.00000,0.33000,1.20000,0.32000,1
bell,2.16670,0.31670,1.50000,0.17000,3.00000,1.48000,1
belly,1.90000,0.05000,1.58330,0.08670,3.00000,1.48000,1
belong,2.28570,0.43570,1.44440,0.22560,2.00000,0.48000,1
belonged,2.00000,0.15000,1.40000,0.27000,1.60000,0.08000,1
belonging,2.00000,0.15000,1.81820,0.14820,2.00000,0.48000,1
belongs,2.33330,0.48330,1.63640,0.03360,2.00000,0.48000,1
beloved,2.25000,0.40000,1.70000,0.03000,2.00000,0.48000,1
below,1.44440,0.40560,1.63640,0.03360,2.60000,1.08000,1
belt,1.44440,0.40560,1.63640,0.03360,3.00000,1.48000,1
bench,1.75000,0.10000,1.00000,0.67000,3.00000,1.48000,1
bend,1.75000,0.10000,1.80000,0.13000,2.40000,0.88000,1
beneath,1.83330,0.01670,1.37500,0.29500,2.00000,0.48000,1
beneficial,2.33330,0.48330,1.25000,0.42000,1.60000,0.08000,1
benefit,2.42860,0.57860,1.55560,0.11440,2.20000,0.68000,1
benefits,2.44440,0.59440,1.72730,0.05730,1.80000,0.28000,1
bent,1.70000,0.15000,1.91670,0.24670,2.80000,1.28000,1
beseeching,1.70000,0.15000,2.08330,0.41330,1.00000,0.52000,1
beside,2.00000,0.15000,1.28570,0.38430,2.60000,1.08000,1
besides,1.75000,0.10000,1.33330,0.33670,1.40000,0.12000,1
besotted,1.40000,0.45000,1.57140,0.09860,1.40000,0.12000,1
best,2.54550,0.69550,2.07690,0.40690,2.20000,0.68000,1
bet,1.50000,0.35000,1.37500,0.29500,3.00000,1.48000,1
better,2.50000,0.65000,1.50000,0.17000,2.40000,0.88000,1
between,1.66670,0.18330,1.62500,0.04500,2.60000,1.08000,1
beyond,1.83330,0.01670,1.62500,0.04500,2.40000,0.88000,1
bible,2.00000,0.15000,1.81820,0.14820,3.00000,1.48000,1
biblical,2.00000,0.15000,1.88890,0.21890,1.80000,0.28000,1
bid,2.00000,0.15000,2.18180,0.51180,1.80000,0.28000,1
bide,1.85710,0.00710,1.44440,0.22560,1.40000,0.12000,1
big,2.00000,0.15000,1.63640,0.03360,2.20000,0.68000,1
bigger,2.16670,0.31670,1.75000,0.08000,2.20000,0.68000,1
biggest,2.33330,0.48330,1.75000,0.08000,2.40000,0.88000,1
bigwigs,1.77780,0.07220,1.90910,0.23910,2.00000,0.48000,1
bike,2.10000,0.25000,2.33330,0.66330,3.00000,1.48000,1
bikes,2.14290,0.29290,2.33330,0.66330,3.00000,1.48000,1
biking,2.33330,0.48330,2.81820,1.14820,3.00000,1.48000,1
bill,1.77780,0.07220,1.63640,0.03360,3.00000,1.48000,1
billboard,1.87500,0.02500,1.40000,0.27000,3.00000,1.48000,1
billion,2.22220,0.37220,2.09090,0.42090,1.80000,0.28000,1
bills,1.50000,0.35000,1.70000,0.03000,3.00000,1.48000,1
binding,1.66670,0.18330,1.75000,0.08000,1.80000,0.28000,1
binge,1.28570,0.56430,1.88890,0.21890,1.80000,0.28000,1
biography,1.83330,0.01670,1.37500,0.29500,2.60000,1.08000,1
biological,1.60000,0.25000,1.42860,0.24140,2.00000,0.48000,1
birches,1.88890,0.03890,1.72730,0.05730,2.20000,0.68000,1
bird,2.28570,0.43570,2.00000,0.33000,3.00000,1.48000,1
birds,2.20000,0.35000,2.14290,0.47290,3.00000,1.48000,1
birth,2.12500,0.27500,2.60000,0.93000,2.80000,1.28000,1
birthday,2.66670,0.81670,2.25000,0.58000,3.00000,1.48000,1
